age,age group,gender,income/month,account balance,loyalty score,education level,Facebook,Twitter,Email,Instagram,prev campaign success,total_withdrawals,total_deposits,net_transaction,transaction_count,housing,loan,job grouped_retired,job grouped_self employed/entrepreneur,job grouped_student,job grouped_unemployed,job grouped_unknown,job grouped_white collar,marital_married,marital_single,Cluster,PCA1,PCA2
58,3,1,12588,6398,606,2,1,0,0,1,1,3873.9,9391.19,5517.29,3,0,1,0,0,0,0,0,0,0,1,1,0.29096030903294795,0.9773591074043658
37,1,0,8488,7899,739,0,0,1,1,1,1,1798.31,13973.62,12175.31,3,1,1,0,0,0,0,0,0,1,0,2,0.9482914388896397,-0.82888238021954
69,4,1,9950,2475,599,3,0,1,0,1,0,5516.99,4361.5,-1155.49,4,1,1,0,0,0,0,0,0,1,0,1,-0.2717851204243021,2.3314803125441217
67,4,1,9029,5006,388,2,1,0,1,1,1,3934.92,30676.48,26741.56,5,0,0,1,0,0,0,0,0,0,1,2,3.8872845973212806,2.0403956677405164
22,0,0,5735,8717,1000,1,0,1,1,1,0,4611.01,11979.66,7368.65,3,0,1,0,1,0,0,0,0,1,0,3,0.5815762253725671,-2.062232294734983
28,0,0,10162,4440,512,0,1,1,1,0,1,872.33,9818.13,8945.8,2,1,1,0,1,0,0,0,0,1,0,3,0.06049899845128483,-1.814863796170229
64,4,1,10364,3629,808,1,1,1,1,1,1,7784.6,5471.18,-2313.42,6,1,0,0,0,0,0,0,0,1,0,0,0.41107649440088295,2.042158761551925
38,1,1,7059,7067,565,2,1,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,3,-1.9304333845178616,-0.7806067515259274
46,2,0,8534,6460,75,1,0,0,1,1,1,3693.77,2921.89,-771.88,3,1,0,0,0,0,0,0,1,1,0,1,-0.7264861894999378,0.10559227865357894
36,1,0,9024,4240,903,3,1,1,1,0,1,8387.79,12206.77,3818.98,4,1,1,0,0,0,0,0,1,1,0,0,0.8967386913478911,-0.8572059611128996
69,4,0,6752,8791,979,0,1,1,0,0,0,4347.9,2503.75,-1844.15,2,0,0,0,0,0,0,0,1,1,0,1,-1.1011963952348929,2.235317180901989
37,1,0,12075,3955,982,3,1,1,0,1,1,9254.34,17167.42,7913.08,6,0,1,0,1,0,0,0,0,0,1,0,2.236244946195859,-1.0904935899601789
38,1,1,9222,4309,908,0,1,0,0,1,1,3315.84,17149.7,13833.86,4,0,0,0,0,0,0,0,0,1,0,2,1.6386592799666273,-0.7210326534222729
51,3,1,12606,838,447,0,0,1,1,0,0,521.93,4792.13,4270.2,2,1,0,0,0,0,0,0,1,0,0,1,-0.6606824380383568,0.679640959296175
53,3,1,8089,2281,338,3,0,1,0,0,0,4666.55,0.0,-4666.55,2,1,0,0,0,0,0,0,1,0,1,1,-1.3448391691366488,0.6609814285867821
61,4,0,6479,3378,620,3,1,1,1,1,1,6177.95,5432.26,-745.69,4,1,0,0,0,0,0,0,0,1,0,1,-0.11077274383186228,1.9070476806503227
41,2,1,3998,8554,833,1,0,1,1,1,0,2596.84,9634.53,7037.69,2,0,0,0,0,0,0,0,0,1,0,1,-0.03438494029216074,-0.08404846162352939
54,3,1,13623,4132,647,1,0,0,1,1,1,982.35,4952.58,3970.23,3,1,0,0,0,0,0,0,0,1,0,1,-0.4216334647132519,1.0165976264649004
67,4,1,3536,7403,898,3,0,0,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,-1.9663986661998505,2.1932474142045626
62,4,1,12785,8863,734,1,0,1,0,0,0,0.0,20837.18,20837.18,4,1,0,0,0,0,0,0,0,0,1,2,2.272794891090912,1.6207922006690547
53,3,0,4444,3002,443,2,0,1,0,1,0,10378.95,4527.04,-5851.91,5,1,1,0,0,0,0,0,1,1,0,0,0.009662863336382803,1.0142774038993052
39,1,0,8506,8207,809,0,1,1,0,1,1,13434.81,15017.12,1582.31,6,0,1,0,0,0,0,0,0,1,0,0,1.8059341352987235,-0.6650743475051805
39,1,0,7085,4460,641,2,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,3,-1.917097133725815,-0.6958182867077918
34,1,0,8652,333,900,0,1,1,0,0,1,0.0,3245.01,3245.01,1,1,1,0,0,0,0,0,1,1,0,3,-1.1211671146845754,-1.0290818287099914
21,0,1,11481,8086,871,3,1,1,0,1,0,5361.78,0.0,-5361.78,2,0,0,0,0,0,0,0,1,1,0,3,-1.430765050286755,-2.1268317179674385
62,4,1,6858,4208,738,3,1,1,0,1,1,832.04,10271.92,9439.88,3,1,1,0,0,0,0,0,1,0,0,1,0.42494222391246145,1.816339032759717
57,3,0,5713,7590,873,3,1,1,0,0,0,7445.88,0.0,-7445.88,2,1,0,0,0,0,0,0,1,0,0,1,-1.4238035935362616,1.0067503609467776
21,0,0,5318,169,814,1,0,1,1,0,0,12944.62,7712.01,-5232.61,5,0,0,0,1,0,0,0,0,0,0,0,0.48022010737941123,-2.2479653257328054
69,4,0,12820,7732,439,0,0,1,0,1,0,2657.6,24728.38,22070.78,6,1,0,0,0,0,0,0,1,1,0,2,3.2839239372192117,2.266384898335643
33,1,1,13167,9800,104,2,1,0,0,1,0,5837.72,7597.67,1759.95,6,1,0,0,0,0,0,0,0,1,0,0,0.7436253816642223,-0.9704406659909308
65,4,0,8896,9150,158,3,1,1,1,1,1,6715.56,0.0,-6715.56,3,0,1,0,0,0,0,0,0,0,1,1,-1.1146893455176135,1.813587593510874
33,1,0,14713,5931,150,2,1,0,0,1,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,3,-1.9189890498165638,-1.0533994147393106
49,2,0,9389,4573,532,0,1,1,0,0,1,3093.0,8295.03,5202.03,3,0,0,0,0,0,0,0,0,0,1,3,0.18317079197022,-0.03859439354569436
29,0,1,8302,3239,261,1,1,1,1,1,0,1059.06,3524.38,2465.32,2,1,0,0,1,0,0,0,0,1,0,3,-0.8981380890709694,-1.7425276987484237
21,0,1,5698,3537,531,2,1,0,1,0,0,5123.58,0.0,-5123.58,2,1,0,0,0,0,0,0,1,0,0,3,-1.3996725243603043,-2.260481446459167
35,1,0,13602,8245,332,1,1,1,1,1,0,0.0,11625.87,11625.87,2,0,1,0,0,0,0,0,0,0,0,3,0.35753768606143427,-1.0482377864211054
58,3,1,13333,2714,941,1,1,1,0,1,1,12066.4,2902.85,-9163.55,5,1,0,0,1,0,0,0,0,0,0,0,-0.2292643851033042,1.0480131919184543
57,3,1,11570,363,689,3,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,-1.9487487714086986,1.2228049005199972
54,3,0,3663,5442,946,0,0,0,1,1,0,2934.38,4740.24,1805.86,4,1,0,0,0,0,0,0,0,0,1,1,-0.10873008703928215,0.7088714448438795
39,1,1,5428,7788,895,1,0,1,0,0,0,4678.67,5798.33,1119.66,2,1,0,0,0,0,0,0,0,0,1,3,-0.48139341534711216,-1.042294413173611
24,0,0,8200,9640,80,2,1,1,1,1,1,3168.36,11272.65,8104.29,4,1,0,0,0,0,0,0,0,0,1,3,0.906182850942672,-2.2672005959189763
57,3,0,3773,6958,783,2,1,1,1,1,0,6567.3,8543.79,1976.49,4,1,0,0,0,0,0,0,1,0,1,0,0.4198555835740557,0.8615197011171665
30,1,0,10134,7167,348,1,1,1,0,1,0,5051.91,3632.49,-1419.42,4,0,1,0,0,0,0,0,0,1,0,3,-0.33878544414686695,-1.131843854865358
57,3,1,5239,7582,666,0,1,1,0,1,0,0.0,25576.76,25576.76,5,1,0,0,0,0,0,0,0,1,0,2,3.1562132571822636,1.2325059700898837
28,0,1,3913,993,186,2,1,1,1,1,1,3996.13,17674.91,13678.78,4,0,1,0,1,0,0,0,0,1,0,2,1.7027169176737271,-1.6724868673398645
54,3,0,3582,1367,220,1,1,1,0,1,0,2813.32,9167.37,6354.05,3,0,0,0,0,0,0,0,1,0,1,1,0.2920089578868855,0.7459606455816277
25,0,1,6048,7116,78,1,0,0,1,1,1,7218.25,12263.35,5045.1,5,0,1,0,0,0,0,0,1,0,1,0,1.2491687470027262,-2.155591142885287
42,2,1,4160,1337,898,0,0,1,0,1,0,5946.4,11237.37,5290.97,4,0,1,0,0,0,0,0,0,1,0,0,0.7546126888499399,0.0022471095165038555
40,2,1,7413,8415,835,2,0,1,1,1,0,337.81,4952.09,4614.28,2,1,0,0,0,0,0,0,1,1,0,1,-0.6844054398088474,-0.19988336207429416
37,1,0,6862,6397,356,3,0,1,0,0,0,0.0,17576.99,17576.99,3,1,0,0,0,0,0,0,1,0,1,2,1.5750270356970406,-1.1255277524809482
33,1,1,14318,8937,145,3,1,1,0,0,1,7193.8,0.0,-7193.8,2,0,1,0,0,0,0,0,1,1,0,3,-1.4474180967576211,-1.0014440481722322
55,3,0,5699,5109,298,3,0,0,0,1,1,16462.23,9086.49,-7375.74,5,0,0,0,0,0,0,0,1,1,0,0,0.5904378973626838,1.1555393508973097
23,0,1,8856,3876,332,0,0,1,0,1,1,1536.8,7035.15,5498.35,3,0,1,0,0,0,0,0,1,0,1,3,0.041757291095627105,-2.3237240755309125
32,1,1,6571,776,989,0,0,0,1,1,0,5731.43,13999.77,8268.34,6,1,0,0,0,0,0,0,1,1,0,2,1.6935068473273927,-1.0527466456044676
42,2,0,6436,3204,84,1,1,1,0,1,1,0.0,26723.12,26723.12,5,1,0,0,0,0,0,0,0,0,0,2,3.428554827749574,-0.1536852565116192
53,3,1,8223,8560,480,2,1,0,0,0,0,3215.84,14342.48,11126.64,5,1,1,0,0,0,0,0,0,0,0,2,1.5055118001961931,0.9167154109721485
25,0,1,9036,8654,223,1,1,0,1,1,0,11793.22,15053.41,3260.19,6,1,0,1,0,0,0,0,0,0,1,0,1.842485684497108,-2.110568701430073
21,0,0,8197,9169,959,3,0,1,1,1,1,6807.23,9062.67,2255.44,5,1,0,0,0,0,0,0,0,1,0,3,0.7326950429932144,-2.112354176184263
54,3,0,11313,7845,392,2,1,1,1,1,0,5210.2,2161.94,-3048.26,3,0,0,0,0,0,0,0,1,0,1,0,-0.7879948800601524,0.6980625763198668
48,2,1,10350,3860,967,2,1,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.972190964087985,0.1852274550437603
45,2,1,13378,625,35,3,0,1,1,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,-1.9510348356638003,0.12123592822104132
36,1,0,5484,4531,709,2,1,1,0,0,0,124.31,26069.47,25945.16,6,1,0,0,0,0,0,0,1,1,0,2,3.54254251173228,-0.8324968554272274
49,2,0,3020,9235,146,3,1,1,0,1,0,9669.36,12412.28,2742.92,6,0,0,0,0,0,0,0,1,0,1,0,1.5076169507989385,0.04361719049567101
40,2,1,11850,9682,575,0,1,1,0,1,0,743.95,9089.14,8345.19,3,0,1,0,0,0,0,0,1,1,0,3,0.19454105017985213,-0.16777626726010644
30,1,1,8350,4862,861,3,0,0,1,1,0,3482.84,9515.34,6032.5,2,1,1,0,0,0,0,0,1,1,0,3,-0.03972160248600384,-1.139331104605142
38,1,0,5919,9026,893,1,0,1,1,0,0,0.0,2916.37,2916.37,1,1,0,0,0,0,0,0,0,1,0,3,-1.2314957005705887,-0.815998953540016
27,0,0,9645,8671,790,2,1,0,1,0,1,1178.04,0.0,-1178.04,1,0,0,0,0,0,0,0,1,0,1,3,-1.5799243855378098,-2.174262388221995
29,0,0,10498,4253,377,1,0,1,1,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.889558567587736,-1.8048028036451509
43,2,1,8420,640,17,1,0,0,0,1,0,0.0,5727.3,5727.3,1,0,1,0,0,0,0,0,0,0,1,3,-0.7392424750646895,-0.2635028170340131
59,3,1,4860,3370,483,2,1,1,1,1,1,4511.85,14321.94,9810.09,3,1,0,0,0,0,0,0,1,1,0,2,0.9258637668143698,1.3074367857842955
42,2,1,12163,2268,314,2,1,1,0,1,1,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,-1.9433579878454816,-0.0704909595418668
28,0,0,7177,5809,846,0,1,0,1,0,0,7159.23,7241.54,82.31,4,0,1,0,0,0,0,0,1,1,0,0,0.14078344008909857,-1.7530645057813805
42,2,0,5381,7939,470,0,1,0,0,0,0,0.0,8228.88,8228.88,1,0,0,0,0,0,0,0,1,0,0,3,-0.43640981077478946,-0.2223180266158663
53,3,1,4890,2628,765,0,1,1,1,0,1,1444.69,21938.23,20493.54,4,1,0,0,0,0,0,0,1,1,0,2,2.3479431550354315,0.9920901553391962
34,1,0,11468,5899,587,1,1,1,1,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,3,-1.9159136576779017,-1.0154377072253118
43,2,0,11344,1889,304,2,1,1,1,1,1,3270.5,12340.33,9069.83,3,1,0,0,0,0,0,0,0,1,0,2,0.6868470024067319,-0.008880507268728294
36,1,1,12710,919,116,0,0,0,0,1,0,2743.48,9396.2,6652.72,4,1,0,0,0,0,0,0,1,0,1,3,0.6120556630455699,-1.1916247721324185
22,0,1,13466,3077,84,1,0,1,0,1,0,3752.9,0.0,-3752.9,2,1,0,0,0,0,0,0,1,1,0,3,-1.384742843582059,-2.1098186709042537
47,2,0,3465,1678,157,0,1,1,0,1,0,8545.42,4848.55,-3696.87,6,1,1,0,0,0,0,0,1,1,0,0,0.3588517626794051,0.21231333740219566
31,1,0,5561,2135,448,3,1,1,0,1,1,3998.09,39672.89,35674.8,6,1,0,0,0,0,0,0,1,1,0,2,5.527174891682881,-1.0277190370625657
25,0,0,9402,8024,7,1,0,1,1,1,0,0.0,8313.74,8313.74,2,0,0,0,0,1,0,0,0,0,1,3,-0.01373001995051815,-2.2055912119941032
62,4,1,4810,9873,727,2,1,1,1,1,1,17089.0,6394.79,-10694.21,5,1,0,1,0,0,0,0,0,1,0,0,0.13797567303525354,2.035610399653084
39,1,1,9267,6839,421,0,1,1,1,1,1,106.6,14410.31,14303.71,4,1,0,0,0,0,0,0,0,1,0,2,1.2767623678707114,-0.7129045263678354
22,0,1,7732,8954,306,3,0,0,1,1,1,2622.1,11399.06,8776.96,3,0,1,0,1,0,0,0,0,1,0,3,0.4929514065320903,-1.9999678361115651
43,2,1,11057,7957,293,2,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,3,-1.8635253383938097,-0.3467965544616807
68,4,1,7120,630,408,0,1,1,1,1,0,3702.09,8011.0,4308.91,3,0,1,0,0,0,0,0,1,1,0,1,-0.021203162886515484,2.2680600706042333
26,0,0,6850,1428,687,2,1,1,0,1,1,3613.78,21583.01,17969.23,5,1,0,0,0,0,0,0,1,0,1,2,2.7202917628270105,-2.1655790418489222
37,1,1,10708,2318,631,2,1,1,1,1,0,0.0,7325.59,7325.59,1,1,0,0,1,0,0,0,0,1,0,3,-0.6137551607383375,-0.848491485395472
49,2,1,14923,1526,129,2,1,1,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,3,-1.8126980076730717,-0.08823586607676255
40,2,0,6391,4905,138,2,0,1,0,0,0,2655.14,9577.49,6922.35,2,1,0,0,0,0,0,0,0,0,0,3,0.052548854534113384,-0.29525682080808413
23,0,0,11947,601,717,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,3,-1.8735714744299825,-2.0931091713247296
37,1,1,10189,3199,400,2,1,1,1,0,1,3206.33,19382.01,16175.68,5,1,1,0,0,0,0,0,1,1,0,2,2.2550546658148813,-0.7744169124086019
50,3,1,7565,5266,749,3,0,1,0,0,0,0.0,23891.52,23891.52,3,1,1,0,0,0,0,0,0,1,0,2,2.3756280813767128,0.909998818633457
30,1,0,6958,4610,181,2,0,0,0,1,1,9015.74,7813.43,-1202.31,4,0,1,0,0,0,0,0,0,0,0,0,0.2870151058593383,-1.2261934197885793
50,3,0,3776,7292,201,2,1,1,0,1,0,0.0,22045.78,22045.78,4,0,1,0,0,0,0,0,1,0,1,2,2.468589007131594,0.5986109231908936
62,4,0,3824,8246,935,3,0,1,1,0,1,0.0,17286.52,17286.52,3,1,0,0,0,0,0,0,1,0,1,2,1.4926497059053996,1.6102066202303165
63,4,1,11066,4043,496,2,1,1,1,0,0,4285.08,1442.16,-2842.92,3,0,0,0,0,0,0,0,1,1,0,1,-1.0042024247434882,1.984803075394142
60,4,1,6303,2625,847,0,1,1,0,1,1,7509.9,21610.81,14100.91,6,0,1,0,0,0,0,0,1,0,1,2,2.885033592415171,1.584550390917329
25,0,0,8157,1041,856,0,0,1,0,1,1,4622.64,0.0,-4622.64,1,1,0,0,0,0,0,0,1,0,1,3,-1.5301552709180941,-2.3196636490196227
29,0,0,12823,762,555,2,1,1,1,1,1,7411.73,1364.85,-6046.88,4,1,0,0,0,0,0,0,1,1,0,0,-0.6607200585410505,-1.7616278261830078
42,2,0,3497,4081,898,3,1,1,1,1,1,0.0,13589.46,13589.46,2,1,0,0,0,0,0,0,1,0,0,2,0.6663114242017977,-0.21679793455894703
39,1,1,11150,6987,276,0,1,1,0,1,1,8523.94,0.0,-8523.94,3,0,0,0,1,0,0,0,0,0,1,0,-1.1153528674798505,-1.059172622132736
44,2,0,4901,4483,360,2,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9133293587191254,0.03638631354717033
29,0,1,4237,3960,379,3,1,1,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.9086779908340201,-1.7293564940780373
41,2,0,3416,7934,724,3,1,1,0,1,0,0.0,2358.15,2358.15,2,0,1,0,0,0,0,0,0,1,0,1,-1.0426080943562785,-0.06354594060426116
37,1,0,5709,4051,852,0,1,0,1,1,1,118.54,3994.74,3876.2,2,0,1,0,0,0,0,0,1,1,0,3,-0.7995806869050884,-0.8242781024569147
35,1,1,11436,6319,833,1,0,0,0,1,1,7534.79,6044.45,-1490.34,6,0,1,0,1,0,0,0,0,1,0,0,0.4939377310525221,-0.8880090445067844
68,4,0,6391,2644,814,1,1,0,0,0,1,3160.5,9600.56,6440.06,4,1,1,0,0,0,0,0,0,1,0,1,0.5268025234145982,2.26678924513864
22,0,1,7449,7093,18,1,1,1,1,1,0,4507.21,2019.68,-2487.53,4,1,0,0,0,0,0,0,1,1,0,3,-0.583673069880749,-2.070650702086081
26,0,0,13738,5152,431,1,1,0,1,1,1,4315.73,7041.57,2725.84,2,1,1,0,0,0,0,0,0,1,0,3,-0.3662969087013996,-1.8711993907975424
38,1,0,3500,3498,738,2,1,0,1,1,0,6901.72,3747.3,-3154.42,5,1,1,0,0,0,0,0,1,1,0,0,-0.08923449034471208,-0.7329270303683647
32,1,0,8248,6896,789,1,0,1,1,0,1,2067.21,0.0,-2067.21,1,1,1,0,0,0,0,0,1,1,0,3,-1.6459979108199325,-1.1323544804072099
37,1,1,13727,9982,429,3,1,0,0,0,1,10318.8,7510.19,-2808.61,5,0,0,0,0,0,0,0,0,1,0,0,0.4117547630837394,-0.7533943492656492
62,4,1,8260,5701,530,3,1,1,0,1,0,6398.42,12321.44,5923.02,6,1,0,0,0,0,0,0,1,1,0,0,1.4170091766794983,1.9753378803998405
21,0,1,10158,7706,437,0,1,0,1,1,1,6211.95,3099.73,-3112.22,3,1,0,0,0,0,0,0,1,0,1,3,-0.6168099095372047,-2.46731286747584
39,1,0,9154,1160,548,0,1,1,0,0,0,1038.28,0.0,-1038.28,1,1,0,0,0,0,0,0,0,1,0,3,-1.6348040454031225,-0.7663569408415284
28,0,1,3997,7106,655,0,1,1,1,1,0,8991.34,12389.44,3398.1,6,1,0,0,0,0,0,0,1,0,1,0,1.5316176890833044,-2.0705835411705933
59,3,0,10761,4458,999,3,1,0,1,0,0,16619.63,16591.86,-27.77,6,0,0,0,0,0,0,0,1,0,0,0,1.9650818466960533,1.193095520262617
49,2,0,6044,5096,59,2,1,0,1,0,1,1888.62,15425.04,13536.42,5,0,1,0,0,0,0,0,0,1,0,2,1.6486506122428588,0.38834145504383505
48,2,0,6251,8641,990,0,1,1,0,0,1,4760.5,10733.88,5973.38,4,0,0,0,0,0,0,0,0,1,0,2,0.6922940845216733,0.23537673274621446
59,3,1,3922,433,475,1,0,1,1,1,1,9733.61,599.35,-9134.26,4,0,1,1,0,0,0,0,0,1,0,0,-0.88761959753076,1.4098163288265255
48,2,1,6297,848,451,3,1,1,1,1,1,0.0,5941.75,5941.75,1,0,1,0,0,0,0,0,1,0,1,3,-0.6978819414749846,-0.03947288516433734
47,2,1,10662,5064,988,1,1,0,1,0,0,4506.31,0.0,-4506.31,2,1,1,0,0,0,0,0,1,0,0,1,-1.4193913981551514,0.00954451406323254
55,3,1,9567,6755,647,0,1,0,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,-1.8692189681440614,0.725511288380766
21,0,0,3618,6773,666,3,1,1,0,1,1,9195.4,5878.41,-3316.99,4,1,0,0,0,0,0,0,0,1,0,0,-0.011249100957560007,-2.0825240097583335
64,4,0,14698,5090,982,1,1,1,0,1,1,11018.8,0.0,-11018.8,4,0,1,0,0,0,0,0,0,0,0,0,-0.8980122319573817,1.88147198366265
62,4,0,5643,8886,588,3,1,0,0,0,1,1270.8,10800.01,9529.21,3,1,0,0,0,0,0,0,0,1,0,1,0.42778510649168544,1.9681722909740327
60,4,1,9789,5509,768,1,1,1,0,0,1,1283.2,12086.24,10803.04,3,1,1,0,0,0,0,0,0,1,0,1,0.6394078167425267,1.8533479311537495
54,3,0,3938,4138,206,2,1,1,1,1,0,8844.12,0.0,-8844.12,4,0,0,0,0,0,0,0,0,1,0,0,-0.9551113093628537,1.0893505111351385
49,2,1,9678,4960,215,1,0,1,0,0,0,10778.32,13379.66,2601.34,5,1,0,0,0,0,0,0,1,1,0,0,1.2838696005008456,0.29959610014914034
53,3,1,14090,569,181,0,1,0,1,1,1,7196.6,4719.63,-2476.97,6,0,1,0,0,0,0,0,0,0,1,0,0.3955519934350203,0.7286324884058768
55,3,1,14730,4942,786,1,1,0,0,1,1,815.51,12792.83,11977.32,3,0,1,0,0,0,0,0,0,1,0,2,0.7300577804448066,1.1255153901698163
63,4,0,6463,1384,66,1,0,1,0,0,1,1909.84,0.0,-1909.84,1,1,1,0,0,0,0,0,1,0,1,1,-1.5619192809867573,1.6406786243757476
41,2,0,10007,656,827,2,1,1,1,1,1,596.91,0.0,-596.91,1,1,0,0,0,0,0,0,1,0,0,3,-1.5893076072736434,-0.3306887478131283
31,1,0,9133,6511,463,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,3,-1.9026696045386438,-1.2069988075656843
53,3,1,7776,1940,502,0,1,0,0,1,1,413.28,23037.2,22623.92,4,1,0,0,0,0,0,0,0,1,0,2,2.5231069500695673,1.03606739131963
34,1,0,14762,2479,628,2,1,1,0,1,0,938.81,3612.56,2673.75,2,0,1,0,1,0,0,0,0,1,0,3,-0.8674116765556313,-0.9862145080122036
63,4,0,7026,4067,786,1,0,1,0,0,1,0.0,13009.7,13009.7,2,1,0,0,0,0,0,0,1,1,0,1,0.5281075025531221,1.9405974290249266
64,4,0,13435,7041,238,3,0,1,1,1,1,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,-1.9827908415560802,2.0062952517714208
23,0,0,10085,8100,604,1,1,0,1,1,1,4256.77,15897.91,11641.14,5,0,0,0,0,0,0,0,0,1,0,2,1.7231135560043451,-1.974996349646276
30,1,1,10705,5260,233,2,1,1,0,1,0,7515.5,17262.23,9746.73,5,0,1,0,0,0,0,0,0,0,1,2,1.9892219427758346,-1.378515927838089
47,2,1,4964,868,356,1,1,0,0,0,0,0.0,13606.08,13606.08,4,1,0,0,0,0,0,0,0,0,0,2,1.1800549587272475,0.10028640031024814
56,3,1,11230,128,353,3,1,1,0,0,0,13576.64,7889.91,-5686.73,5,0,1,0,0,0,0,0,0,1,0,0,0.4396014710730291,1.2398164736752708
23,0,0,7397,8270,61,3,0,0,1,1,0,3307.45,8334.87,5027.42,3,0,1,0,0,0,0,0,1,1,0,3,0.0631991279248606,-1.9566988339392242
33,1,1,9126,1427,549,2,1,1,1,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,3,-1.8253690682208612,-1.310120963355026
57,3,1,13239,8983,405,0,1,1,0,0,0,6266.12,3170.52,-3095.6,4,0,0,0,0,0,0,0,1,0,0,0,-0.432006522990977,1.0135554729935141
54,3,0,3744,3143,696,2,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9229546520077387,1.0328974554864236
50,3,1,12418,7162,253,2,0,1,0,1,0,1597.97,7740.19,6142.22,2,1,1,0,0,0,0,0,0,0,1,1,-0.17949841080833617,0.5376943759326848
22,0,1,5716,4270,634,2,0,0,0,1,1,4810.35,8174.92,3364.57,2,1,0,0,0,0,0,0,1,0,1,3,-0.1082245105094203,-2.3760957783157095
61,4,1,10081,7107,357,0,1,1,0,0,0,11220.82,13695.77,2474.95,5,1,1,0,0,0,0,0,1,1,0,0,1.30272724496912,1.907489467315012
62,4,1,4270,2559,272,1,0,1,1,1,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,1,0,1,-1.9581069953030055,1.9463955066556118
31,1,1,14561,5927,931,0,0,0,1,1,1,8267.61,12976.99,4709.38,5,0,1,0,0,0,0,0,0,1,0,0,1.2473534390348024,-1.078363577243258
36,1,0,4257,9096,792,2,1,0,0,0,0,0.0,16824.42,16824.42,4,1,0,0,0,0,0,0,0,1,0,2,1.6151946587006731,-0.8259943349504311
21,0,0,11274,4605,128,2,1,1,0,1,0,2698.8,1176.65,-1522.15,2,1,0,0,0,0,0,0,1,0,1,3,-1.0992607004918296,-2.473791457419574
46,2,0,7079,2770,23,2,1,1,1,1,0,2230.86,0.0,-2230.86,1,1,1,0,0,0,0,0,1,1,0,1,-1.6756472779103204,0.12667889025473078
59,3,0,14792,7077,77,1,1,1,1,1,1,3017.02,20477.18,17460.16,6,0,1,0,1,0,0,0,0,1,0,2,2.6312452427181987,1.3142188741834915
28,0,1,14417,1116,408,0,1,1,0,1,1,0.0,8676.36,8676.36,2,0,0,1,0,0,0,0,0,1,0,3,-0.10545667394017808,-1.714155352534378
65,4,0,3719,9468,48,2,1,0,0,1,1,1118.96,0.0,-1118.96,1,0,0,0,0,0,0,0,1,0,0,1,-1.6668410599506862,1.9509365561661858
69,4,1,5533,3568,47,3,0,1,0,0,1,14180.93,6334.7,-7846.23,6,1,0,1,0,0,0,0,0,1,0,0,0.45277650890198246,2.420493963803537
22,0,0,5345,1920,555,0,0,1,0,1,0,4978.17,13887.56,8909.39,4,1,1,0,0,0,0,0,1,0,1,3,1.302278543421914,-2.378504627996651
63,4,1,14266,6945,521,2,0,1,0,0,1,207.29,0.0,-207.29,1,0,1,0,1,0,0,0,0,1,0,1,-1.7114208489412763,1.9573264311068403
39,1,0,3694,6810,459,2,1,1,1,1,0,2416.58,4349.87,1933.29,2,1,0,0,0,0,0,0,1,1,0,3,-0.7710055617658115,-0.7356372655875238
67,4,0,14564,2594,665,3,1,1,1,1,1,5531.63,16809.7,11278.07,5,1,0,0,0,0,0,0,0,1,0,2,1.8338405532868005,2.2009423835695956
47,2,0,4606,9282,930,2,1,0,1,0,1,4413.01,0.0,-4413.01,1,1,0,0,0,0,0,0,0,1,0,1,-1.7204747079325162,0.16507094275365825
56,3,0,14403,7002,974,0,1,0,0,0,0,8062.38,10106.57,2044.19,6,0,0,0,0,0,0,0,0,1,0,0,1.0703143868130165,1.1405578731578363
27,0,1,7203,3414,280,2,1,1,1,0,0,8628.34,15572.04,6943.7,5,0,1,0,1,0,0,0,0,1,0,0,1.5971095008044969,-1.7314917782554284
