customer id,age,gender,income/month,account balance,loyalty score,education level,type of campaign(s),prev campaign success,Transaction history,housing,loan,marital,job,has customer bought product,has customer churned
16617,61,Female,5168,3535,756,Postgrad,"['Instagram', 'Facebook', 'Twitter']",Yes,"[[-50, 'Withdrawal', 1724.07], [-35, 'Deposit', 3920.63], [-13, 'Withdrawal', 2208.19]]",no,yes,married,entrepreneur,Yes,No
16618,53,Female,6492,1196,272,Secondary,"['Facebook', 'Email']",Yes,[],yes,no,married,entrepreneur,No,No
16619,55,Female,5809,6270,135,Tertiary,"['Instagram', 'Twitter', 'Email']",No,"[[-58, 'Deposit', 7198.87], [-49, 'Withdrawal', 1798.03], [-31, 'Deposit', 3881.85]]",yes,no,married,admin.,No,Yes
16620,30,Female,11874,7940,876,Postgrad,"['Instagram', 'Twitter', 'Email']",No,"[[-48, 'Withdrawal', 527.77], [-34, 'Withdrawal', 3846.2], [-30, 'Deposit', 4354.16], [-25, 'Withdrawal', 4268.51]]",yes,no,single,management,Yes,Yes
16621,67,Female,3537,4707,257,Primary,"['Instagram', 'Facebook', 'Twitter']",Yes,"[[-18, 'Withdrawal', 2854.19], [-17, 'Deposit', 3082.7]]",no,no,married,services,Yes,No
16622,56,Female,10099,9882,863,Tertiary,"['Instagram', 'Facebook', 'Email']",Yes,"[[-55, 'Withdrawal', 1414.05], [-54, 'Deposit', 3806.93], [-41, 'Deposit', 942.66], [-24, 'Withdrawal', 3374.24], [-7, 'Withdrawal', 4875.49]]",no,no,divorced,entrepreneur,Yes,No
16623,41,Female,6226,4480,300,Secondary,['Twitter'],Yes,[],yes,no,married,blue-collar,Yes,Yes
16624,32,Male,9438,2764,855,Primary,"['Twitter', 'Instagram', 'Email']",No,"[[-27, 'Withdrawal', 4380.23], [-24, 'Deposit', 5598.81], [-22, 'Deposit', 4360.77], [-8, 'Withdrawal', 4006.16], [-3, 'Withdrawal', 4207.02], [-2, 'Deposit', 871.45]]",no,no,married,management,No,Yes
16625,41,Female,4929,7886,380,Postgrad,"['Twitter', 'Facebook']",No,"[[-60, 'Withdrawal', 1038.83], [-52, 'Deposit', 6666.44], [-34, 'Withdrawal', 3794.3], [-27, 'Withdrawal', 625.33], [-20, 'Deposit', 3031.72], [-9, 'Deposit', 4157.86]]",yes,no,married,housemaid,No,Yes
16626,32,Male,3151,9678,811,Postgrad,"['Instagram', 'Twitter', 'Email']",Yes,[],yes,yes,married,technician,No,No
16627,65,Male,12119,3389,78,Postgrad,"['Twitter', 'Email']",No,"[[-55, 'Withdrawal', 4669.99], [-52, 'Withdrawal', 4877.02], [-7, 'Withdrawal', 3217.65], [-3, 'Deposit', 5150.07]]",yes,no,married,housemaid,Yes,Yes
16628,26,Male,5471,2979,206,Primary,['Twitter'],Yes,"[[-9, 'Deposit', 2746.03]]",yes,yes,married,management,Yes,No
16629,34,Female,10620,6607,917,Primary,"['Facebook', 'Email']",No,"[[-48, 'Withdrawal', 2317.8], [-14, 'Withdrawal', 3716.42]]",yes,no,divorced,entrepreneur,Yes,No
16630,60,Male,6108,7463,346,Primary,['Facebook'],Yes,"[[-55, 'Deposit', 6954.7], [-34, 'Withdrawal', 4316.52], [-27, 'Deposit', 9216.74], [-14, 'Withdrawal', 3862.96]]",yes,no,married,technician,Yes,No
16631,67,Male,8503,2352,936,Postgrad,"['Twitter', 'Facebook', 'Email']",Yes,"[[-32, 'Deposit', 8770.82], [-22, 'Withdrawal', 3060.92]]",yes,yes,married,technician,No,Yes
16632,36,Female,7707,7966,755,Tertiary,"['Instagram', 'Twitter', 'Facebook', 'Email']",No,[],yes,no,single,blue-collar,Yes,No
16633,49,Male,5435,8972,323,Tertiary,['Facebook'],Yes,"[[-60, 'Deposit', 6483.54], [-36, 'Deposit', 9878.47], [-34, 'Deposit', 5475.72]]",yes,no,married,admin.,Yes,No
16634,47,Female,10620,9856,31,Postgrad,"['Instagram', 'Email']",Yes,"[[-25, 'Withdrawal', 2457.52]]",no,no,married,management,Yes,Yes
16635,47,Female,4335,2672,416,Tertiary,"['Instagram', 'Facebook']",No,"[[-26, 'Withdrawal', 337.24], [-25, 'Deposit', 2320.99], [-15, 'Deposit', 4109.3], [-5, 'Deposit', 8094.5], [-3, 'Deposit', 2884.78]]",yes,no,married,blue-collar,Yes,Yes
16636,58,Male,11255,938,793,Tertiary,"['Twitter', 'Facebook']",Yes,"[[-39, 'Withdrawal', 4089.15]]",no,yes,married,technician,No,No
16637,32,Male,3020,7547,673,Postgrad,"['Instagram', 'Email']",Yes,[],no,yes,divorced,retired,Yes,Yes
16638,34,Male,7435,9626,553,Secondary,"['Facebook', 'Twitter']",Yes,"[[-47, 'Withdrawal', 4433.81]]",yes,yes,married,entrepreneur,No,No
16639,48,Male,11151,996,374,Postgrad,"['Facebook', 'Instagram', 'Twitter']",No,"[[-33, 'Deposit', 1589.89], [-31, 'Withdrawal', 2076.23], [-20, 'Deposit', 1768.56], [-18, 'Withdrawal', 2264.67], [-15, 'Deposit', 4370.65], [-2, 'Deposit', 806.33]]",no,yes,single,unemployed,No,No
16640,51,Male,3686,6376,570,Secondary,"['Twitter', 'Facebook', 'Instagram']",Yes,"[[-24, 'Deposit', 1363.87]]",yes,no,married,housemaid,Yes,Yes
16641,51,Male,11936,579,112,Primary,['Instagram'],No,"[[-58, 'Deposit', 5325.29], [-29, 'Deposit', 6632.32]]",yes,yes,married,management,No,No
16642,49,Female,7441,6434,3,Postgrad,"['Instagram', 'Facebook', 'Twitter', 'Email']",No,[],yes,no,single,admin.,No,No
16643,53,Female,8759,6567,889,Postgrad,"['Instagram', 'Facebook', 'Email']",No,"[[-57, 'Withdrawal', 3362.08], [-33, 'Deposit', 1916.36], [-32, 'Deposit', 7591.89]]",yes,yes,married,self-employed,Yes,No
16644,38,Female,5174,2260,626,Tertiary,"['Facebook', 'Email']",Yes,"[[-59, 'Deposit', 6734.26], [-54, 'Withdrawal', 4800.02], [-35, 'Withdrawal', 475.66], [-32, 'Withdrawal', 4168.68], [-30, 'Withdrawal', 4972.33]]",no,yes,married,services,No,Yes
16645,25,Male,7304,3168,577,Primary,"['Twitter', 'Instagram', 'Email']",Yes,"[[-26, 'Withdrawal', 2980.48], [-25, 'Deposit', 5245.78], [-11, 'Deposit', 8549.69]]",yes,no,married,blue-collar,No,No
16646,30,Female,5641,4710,748,Secondary,"['Twitter', 'Email']",No,"[[-50, 'Withdrawal', 397.86], [-16, 'Withdrawal', 1233.51]]",no,yes,married,management,Yes,Yes
16647,40,Female,12637,7551,595,Primary,['Twitter'],Yes,"[[-55, 'Deposit', 666.85], [-48, 'Deposit', 9644.12], [-47, 'Deposit', 3394.95], [-29, 'Deposit', 8096.15], [-8, 'Withdrawal', 2081.89], [-5, 'Withdrawal', 54.05]]",no,no,married,services,Yes,No
16648,49,Male,9867,7542,888,Secondary,"['Facebook', 'Instagram', 'Email']",Yes,"[[-43, 'Deposit', 6049.43], [-16, 'Deposit', 2210.08], [-12, 'Withdrawal', 4240.82], [-5, 'Deposit', 236.57], [-3, 'Withdrawal', 1357.75]]",yes,no,married,management,No,No
16649,41,Female,12171,2215,411,Secondary,"['Twitter', 'Facebook']",Yes,"[[-53, 'Withdrawal', 3475.22], [-39, 'Withdrawal', 3419.3], [-30, 'Withdrawal', 4916.18]]",yes,no,married,management,Yes,Yes
16650,39,Female,5516,3021,114,Tertiary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-58, 'Withdrawal', 3259.38], [-51, 'Withdrawal', 1248.13], [-41, 'Withdrawal', 4850.19], [-40, 'Withdrawal', 3299.77], [-22, 'Withdrawal', 4707.29], [-6, 'Deposit', 6394.16]]",no,no,married,admin.,No,Yes
16651,51,Female,11766,1546,688,Secondary,"['Instagram', 'Facebook']",No,"[[-53, 'Withdrawal', 4901.12], [-47, 'Deposit', 9985.51], [-41, 'Withdrawal', 802.26], [-17, 'Withdrawal', 98.61], [-5, 'Withdrawal', 3072.87]]",no,no,divorced,management,No,No
16652,51,Female,13840,6777,817,Secondary,"['Instagram', 'Email']",No,"[[-47, 'Withdrawal', 4949.88]]",no,no,single,management,Yes,No
16653,56,Female,11568,3015,57,Secondary,"['Twitter', 'Instagram']",No,"[[-53, 'Deposit', 6587.55], [-45, 'Deposit', 5052.32], [-27, 'Withdrawal', 176.58], [-18, 'Withdrawal', 1934.73], [-17, 'Deposit', 3051.77]]",no,no,married,self-employed,Yes,Yes
16654,40,Female,12302,6602,581,Postgrad,['Instagram'],No,"[[-43, 'Deposit', 7730.03], [-32, 'Withdrawal', 4081.49], [-28, 'Withdrawal', 2705.29], [-11, 'Withdrawal', 2117.81]]",yes,no,married,technician,No,No
16655,69,Female,10076,5263,947,Primary,"['Twitter', 'Instagram', 'Facebook']",No,"[[-55, 'Deposit', 992.87], [-42, 'Withdrawal', 4583.45], [-4, 'Deposit', 1995.03]]",no,yes,married,blue-collar,No,No
16656,67,Male,4607,6938,891,Postgrad,"['Facebook', 'Email']",No,[],yes,no,divorced,technician,Yes,No
16657,23,Female,13431,2449,608,Primary,"['Facebook', 'Instagram', 'Twitter']",No,"[[-57, 'Deposit', 8844.5], [-46, 'Withdrawal', 998.96], [-44, 'Withdrawal', 4958.07], [-29, 'Deposit', 3267.4]]",yes,yes,married,technician,Yes,Yes
16658,25,Male,11828,2610,881,Primary,"['Twitter', 'Facebook', 'Instagram', 'Email']",Yes,"[[-32, 'Withdrawal', 1938.25]]",yes,no,married,blue-collar,No,Yes
16659,28,Female,8429,622,476,Tertiary,"['Instagram', 'Twitter', 'Facebook', 'Email']",No,"[[-52, 'Deposit', 8662.21], [-26, 'Deposit', 1355.81], [-19, 'Deposit', 3856.74], [-10, 'Withdrawal', 3334.1]]",no,yes,married,blue-collar,No,No
16660,64,Female,9488,1235,826,Primary,"['Twitter', 'Instagram']",Yes,"[[-58, 'Withdrawal', 3424.53], [-48, 'Withdrawal', 684.13], [-45, 'Deposit', 8952.37], [-34, 'Deposit', 4415.76]]",yes,no,married,blue-collar,Yes,No
16661,28,Male,14774,7382,404,Primary,"['Instagram', 'Facebook']",Yes,"[[-54, 'Withdrawal', 772.2], [-27, 'Withdrawal', 963.28]]",yes,yes,married,blue-collar,Yes,Yes
16662,67,Female,6712,7546,136,Postgrad,"['Facebook', 'Twitter', 'Email']",No,"[[-55, 'Deposit', 9015.68], [-41, 'Withdrawal', 573.02], [-30, 'Withdrawal', 1755.5], [-28, 'Deposit', 8217.32], [-24, 'Withdrawal', 2416.96], [-21, 'Deposit', 9444.61]]",yes,yes,married,admin.,Yes,Yes
16663,37,Male,4647,559,538,Primary,"['Twitter', 'Facebook', 'Instagram', 'Email']",Yes,"[[-53, 'Deposit', 2992.06], [-47, 'Deposit', 127.31], [-34, 'Deposit', 3499.6], [-33, 'Withdrawal', 2150.73], [-17, 'Deposit', 4260.57], [-7, 'Withdrawal', 3564.98]]",yes,no,married,blue-collar,No,No
16664,61,Female,7872,2804,17,Postgrad,"['Twitter', 'Instagram']",Yes,"[[-52, 'Withdrawal', 4218.43], [-51, 'Withdrawal', 3314.11], [-44, 'Deposit', 8868.05], [-33, 'Withdrawal', 4006.87], [-28, 'Deposit', 5731.84]]",yes,no,single,technician,No,No
16665,26,Male,4541,2619,40,Postgrad,"['Twitter', 'Instagram']",Yes,"[[-55, 'Withdrawal', 153.61], [-44, 'Withdrawal', 3498.73], [-39, 'Withdrawal', 2861.4], [-25, 'Withdrawal', 4023.74]]",yes,no,married,blue-collar,No,No
16666,42,Female,10311,7795,287,Postgrad,"['Instagram', 'Facebook', 'Twitter', 'Email']",Yes,"[[-58, 'Withdrawal', 3923.26], [-54, 'Deposit', 4222.69], [-26, 'Deposit', 3728.53]]",yes,no,married,technician,No,Yes
16667,63,Male,11187,1464,714,Primary,"['Facebook', 'Email']",Yes,"[[-55, 'Deposit', 4549.95]]",yes,no,single,entrepreneur,No,Yes
16668,56,Female,4920,3953,54,Secondary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-59, 'Withdrawal', 4054.2], [-4, 'Withdrawal', 1682.93]]",yes,yes,married,technician,No,No
16669,27,Female,13431,7707,135,Tertiary,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,"[[-36, 'Deposit', 2374.46], [-18, 'Withdrawal', 2064.25]]",no,no,divorced,admin.,Yes,No
16670,56,Female,8267,7220,575,Secondary,"['Facebook', 'Twitter', 'Email']",No,"[[-59, 'Deposit', 8259.96]]",yes,no,single,management,Yes,Yes
16671,40,Male,8154,7646,957,Tertiary,['Facebook'],Yes,"[[-22, 'Withdrawal', 1634.47], [-10, 'Deposit', 1980.54]]",no,no,married,unemployed,Yes,Yes
16672,41,Male,4115,4599,945,Primary,"['Twitter', 'Facebook']",Yes,"[[-58, 'Deposit', 698.19], [-56, 'Withdrawal', 1346.37], [-47, 'Withdrawal', 2561.0], [-22, 'Withdrawal', 1440.89]]",yes,no,divorced,management,No,Yes
16673,34,Male,7717,6163,394,Primary,"['Instagram', 'Twitter', 'Facebook']",No,"[[-58, 'Deposit', 5586.17], [-48, 'Withdrawal', 1632.14], [-35, 'Withdrawal', 542.07], [-25, 'Deposit', 1311.5], [-20, 'Deposit', 4906.06]]",yes,no,married,management,Yes,No
16674,41,Female,13954,2971,110,Postgrad,"['Instagram', 'Twitter', 'Email']",No,"[[-51, 'Deposit', 4357.55], [-50, 'Withdrawal', 3504.03], [-22, 'Deposit', 5908.36], [-16, 'Deposit', 3133.32]]",no,yes,married,blue-collar,No,Yes
16675,35,Male,12146,9567,526,Primary,"['Instagram', 'Email']",Yes,[],yes,yes,single,blue-collar,Yes,No
16676,43,Male,10426,4344,219,Tertiary,"['Facebook', 'Instagram', 'Email']",No,"[[-49, 'Deposit', 244.21], [-39, 'Deposit', 4942.68], [-34, 'Withdrawal', 2411.08], [-15, 'Withdrawal', 4326.41], [-7, 'Withdrawal', 3137.42]]",no,yes,single,admin.,Yes,Yes
16677,64,Male,11002,9059,353,Tertiary,"['Facebook', 'Instagram']",Yes,"[[-56, 'Withdrawal', 2396.97], [-49, 'Deposit', 2976.12], [-45, 'Deposit', 2354.63], [-40, 'Withdrawal', 1322.74], [-32, 'Withdrawal', 1483.42], [-6, 'Deposit', 3964.37]]",no,yes,married,blue-collar,Yes,Yes
16678,33,Male,5279,3516,432,Secondary,"['Facebook', 'Twitter', 'Instagram', 'Email']",Yes,"[[-26, 'Withdrawal', 1877.73], [-22, 'Withdrawal', 1215.34], [-17, 'Deposit', 8770.77]]",no,no,married,blue-collar,Yes,Yes
16679,33,Female,3293,1086,641,Tertiary,"['Facebook', 'Twitter', 'Email']",Yes,"[[-55, 'Withdrawal', 2176.71], [-35, 'Deposit', 2296.77], [-16, 'Withdrawal', 170.88]]",yes,no,married,entrepreneur,Yes,Yes
16680,35,Female,12535,4444,915,Postgrad,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-41, 'Withdrawal', 3592.29], [-35, 'Withdrawal', 4959.1]]",yes,no,married,services,No,Yes
16681,48,Male,3324,8662,898,Tertiary,"['Instagram', 'Facebook', 'Twitter']",No,"[[-56, 'Deposit', 6398.19]]",yes,no,single,technician,No,No
16682,54,Female,3734,5390,612,Secondary,['Twitter'],Yes,"[[-58, 'Withdrawal', 1432.26], [-41, 'Withdrawal', 969.29], [-26, 'Deposit', 5299.57], [-11, 'Deposit', 6206.76]]",yes,yes,married,services,No,Yes
16683,28,Male,5249,3379,672,Postgrad,"['Facebook', 'Email']",Yes,"[[-56, 'Withdrawal', 3788.67], [-44, 'Deposit', 3738.43], [-37, 'Deposit', 5626.74], [-35, 'Withdrawal', 3815.16], [-7, 'Deposit', 8536.13], [-4, 'Deposit', 751.56]]",no,yes,married,blue-collar,Yes,No
16684,39,Female,3627,3614,554,Tertiary,"['Instagram', 'Twitter', 'Facebook', 'Email']",Yes,"[[-52, 'Deposit', 3902.04], [-15, 'Deposit', 4918.35]]",yes,yes,married,technician,No,No
16685,46,Male,11588,4453,607,Secondary,"['Facebook', 'Email']",Yes,"[[-50, 'Deposit', 5266.17], [-47, 'Deposit', 6222.6], [-20, 'Deposit', 2435.48], [-4, 'Withdrawal', 4356.74]]",yes,yes,single,technician,Yes,Yes
16686,43,Male,12713,8888,615,Tertiary,['Instagram'],Yes,"[[-53, 'Withdrawal', 531.33], [-51, 'Deposit', 6962.36], [-5, 'Deposit', 1613.21]]",yes,no,married,blue-collar,Yes,Yes
16687,51,Male,10662,4150,193,Postgrad,"['Instagram', 'Twitter']",No,"[[-58, 'Withdrawal', 1450.64]]",yes,no,married,blue-collar,No,No
16688,49,Female,4417,5268,458,Primary,"['Instagram', 'Facebook', 'Email']",No,"[[-45, 'Withdrawal', 3394.39], [-10, 'Deposit', 7427.48]]",yes,no,married,management,Yes,Yes
16689,60,Male,7709,9032,780,Tertiary,"['Twitter', 'Facebook', 'Email']",No,[],yes,no,married,blue-collar,No,No
16690,49,Female,12880,6725,777,Primary,"['Instagram', 'Twitter', 'Email']",Yes,[],yes,no,divorced,blue-collar,Yes,Yes
16691,52,Male,7648,5741,505,Secondary,"['Facebook', 'Twitter', 'Instagram', 'Email']",No,"[[-60, 'Withdrawal', 622.14], [-37, 'Withdrawal', 188.22], [-33, 'Withdrawal', 4623.11], [-19, 'Deposit', 3845.58]]",yes,no,married,management,Yes,Yes
16692,62,Male,11342,8143,159,Tertiary,"['Twitter', 'Email']",No,"[[-56, 'Withdrawal', 2586.7], [-53, 'Deposit', 512.56], [-49, 'Deposit', 9714.32], [-39, 'Deposit', 9872.58], [-26, 'Deposit', 2696.72]]",yes,no,married,technician,No,Yes
16693,52,Male,6753,8331,631,Tertiary,"['Twitter', 'Email']",No,"[[-49, 'Withdrawal', 4303.31], [-42, 'Withdrawal', 2944.34], [-34, 'Withdrawal', 1721.49], [-31, 'Deposit', 748.99], [-21, 'Withdrawal', 867.54]]",yes,no,divorced,management,No,Yes
16694,35,Female,14172,9365,170,Tertiary,"['Twitter', 'Instagram', 'Email']",Yes,"[[-53, 'Withdrawal', 4671.81], [-19, 'Deposit', 5405.35]]",no,no,single,technician,No,Yes
16695,37,Female,5884,6477,892,Secondary,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,[],no,no,married,unemployed,No,No
16696,57,Female,11961,9444,263,Postgrad,"['Facebook', 'Instagram']",Yes,"[[-54, 'Deposit', 8628.94], [-53, 'Deposit', 3130.89], [-36, 'Withdrawal', 2965.61], [-25, 'Withdrawal', 3513.39]]",yes,no,married,management,No,No
16697,65,Female,6189,1470,13,Primary,['Instagram'],No,"[[-49, 'Withdrawal', 2449.57], [-37, 'Deposit', 1723.04], [-35, 'Deposit', 7620.59], [-19, 'Deposit', 2874.66], [-9, 'Deposit', 4657.44]]",no,yes,single,technician,Yes,Yes
16698,33,Female,6828,5972,525,Postgrad,"['Facebook', 'Email']",No,"[[-49, 'Deposit', 8721.59]]",yes,no,single,management,Yes,No
16699,59,Female,3046,7559,961,Primary,"['Twitter', 'Instagram', 'Email']",Yes,"[[-56, 'Deposit', 2342.44], [-54, 'Withdrawal', 859.27], [-51, 'Withdrawal', 574.15], [-46, 'Withdrawal', 727.05], [-34, 'Withdrawal', 3539.16], [-28, 'Deposit', 5638.16]]",no,no,married,self-employed,No,Yes
16700,34,Male,13523,6485,53,Secondary,"['Instagram', 'Facebook', 'Email']",No,"[[-58, 'Withdrawal', 90.85], [-49, 'Withdrawal', 4111.31], [-21, 'Deposit', 8309.76]]",no,no,single,admin.,Yes,No
16701,38,Male,10455,4363,319,Secondary,"['Instagram', 'Twitter', 'Facebook', 'Email']",Yes,[],yes,no,married,technician,Yes,No
16702,61,Male,5449,8197,149,Primary,"['Facebook', 'Twitter', 'Instagram', 'Email']",No,[],yes,yes,married,services,No,Yes
16703,56,Female,10662,3496,365,Tertiary,"['Facebook', 'Instagram', 'Email']",Yes,"[[-34, 'Withdrawal', 704.42]]",yes,no,single,technician,Yes,No
16704,30,Male,5534,7175,86,Secondary,"['Instagram', 'Facebook']",No,[],yes,no,divorced,technician,No,Yes
16705,29,Female,3367,1072,928,Postgrad,"['Instagram', 'Email']",No,"[[-39, 'Deposit', 3583.21], [-32, 'Deposit', 4044.74], [-27, 'Withdrawal', 1947.89], [-11, 'Deposit', 368.07], [-7, 'Deposit', 3762.58]]",yes,yes,married,blue-collar,No,No
16706,64,Female,11359,1542,761,Primary,"['Instagram', 'Twitter', 'Facebook', 'Email']",No,"[[-55, 'Deposit', 1545.77], [-50, 'Withdrawal', 845.88], [-39, 'Deposit', 1022.08], [-36, 'Withdrawal', 3247.54], [-24, 'Deposit', 4092.97], [-4, 'Deposit', 348.5]]",yes,no,married,blue-collar,Yes,No
16707,40,Male,13361,6344,35,Primary,"['Twitter', 'Facebook', 'Instagram']",No,[],yes,yes,divorced,blue-collar,Yes,Yes
16708,32,Male,6119,9012,212,Primary,['Twitter'],No,[],yes,no,married,housemaid,Yes,Yes
16709,59,Female,7386,9870,53,Tertiary,['Facebook'],No,[],no,no,married,blue-collar,Yes,Yes
16710,37,Female,14853,9910,640,Tertiary,"['Facebook', 'Instagram', 'Email']",No,"[[-5, 'Deposit', 5935.21]]",yes,yes,married,management,Yes,Yes
16711,68,Female,4527,9828,530,Primary,"['Facebook', 'Twitter']",Yes,"[[-59, 'Withdrawal', 2741.06], [-32, 'Withdrawal', 276.96]]",no,no,married,blue-collar,Yes,No
16712,69,Female,8101,6315,391,Secondary,"['Facebook', 'Email']",Yes,"[[-46, 'Deposit', 9962.09], [-38, 'Withdrawal', 3893.12], [-18, 'Deposit', 6922.64], [-12, 'Deposit', 9598.5]]",yes,no,married,management,Yes,No
16713,34,Female,11005,7741,100,Secondary,"['Facebook', 'Email']",Yes,"[[-52, 'Withdrawal', 1890.05], [-50, 'Withdrawal', 3153.8], [-46, 'Deposit', 4140.17], [-26, 'Deposit', 9694.7], [-13, 'Deposit', 3557.6], [-8, 'Withdrawal', 3149.5]]",no,yes,single,management,Yes,No
16714,37,Male,4869,5398,562,Primary,['Facebook'],No,"[[-34, 'Deposit', 9997.14]]",yes,no,single,technician,Yes,No
16715,52,Female,12013,3238,887,Postgrad,['Instagram'],Yes,"[[-48, 'Withdrawal', 48.0], [-43, 'Withdrawal', 521.44], [-5, 'Deposit', 8552.0]]",yes,no,married,admin.,Yes,Yes
16716,58,Male,11661,3005,953,Postgrad,"['Instagram', 'Email']",Yes,"[[-54, 'Deposit', 122.5], [-52, 'Deposit', 7237.69], [-46, 'Deposit', 226.19], [-14, 'Withdrawal', 111.54], [-7, 'Deposit', 6194.81]]",yes,no,single,blue-collar,Yes,No
16717,31,Female,9179,5489,940,Primary,"['Facebook', 'Instagram', 'Email']",No,"[[-56, 'Deposit', 5574.48], [-42, 'Deposit', 5168.59], [-40, 'Deposit', 1092.31], [-17, 'Withdrawal', 3090.47], [-15, 'Deposit', 2599.41], [-12, 'Withdrawal', 2886.72]]",yes,no,married,management,Yes,No
16718,63,Female,13049,9395,92,Tertiary,"['Twitter', 'Facebook']",Yes,"[[-60, 'Deposit', 7471.16], [-33, 'Deposit', 7987.71]]",no,yes,divorced,technician,No,Yes
16719,50,Female,14820,7111,216,Secondary,['Instagram'],No,"[[-60, 'Withdrawal', 536.3], [-42, 'Deposit', 9965.05]]",yes,no,divorced,unemployed,No,No
16720,22,Female,10850,8757,789,Tertiary,"['Facebook', 'Twitter', 'Instagram', 'Email']",Yes,"[[-42, 'Deposit', 1558.82], [-19, 'Withdrawal', 2480.5]]",no,no,married,self-employed,No,No
16721,63,Female,5534,1681,424,Tertiary,"['Instagram', 'Facebook', 'Twitter', 'Email']",No,"[[-11, 'Deposit', 1466.22]]",yes,no,married,management,Yes,No
16722,43,Female,11030,5175,770,Tertiary,"['Facebook', 'Email']",No,[],yes,no,married,blue-collar,Yes,Yes
16723,33,Female,9938,9932,436,Secondary,"['Twitter', 'Facebook', 'Instagram']",No,"[[-29, 'Deposit', 4501.27], [-27, 'Withdrawal', 3307.32], [-25, 'Deposit', 1021.71]]",yes,no,single,admin.,Yes,No
16724,42,Female,7087,675,868,Postgrad,"['Twitter', 'Facebook', 'Instagram']",No,"[[-56, 'Deposit', 3916.52], [-43, 'Withdrawal', 3673.39], [-34, 'Withdrawal', 390.81], [-23, 'Deposit', 3240.52], [-17, 'Deposit', 4103.93]]",no,yes,married,technician,No,Yes
16725,61,Male,13128,9578,656,Primary,"['Instagram', 'Email']",Yes,"[[-44, 'Withdrawal', 1359.56], [-43, 'Deposit', 9444.16], [-37, 'Deposit', 7778.93]]",yes,no,single,student,Yes,Yes
16726,47,Female,4921,5650,739,Tertiary,"['Twitter', 'Email']",Yes,"[[-47, 'Withdrawal', 4157.44]]",yes,no,married,management,No,Yes
16727,41,Female,11423,2360,931,Postgrad,['Twitter'],Yes,[],no,no,married,entrepreneur,Yes,No
16728,59,Female,13453,1801,406,Tertiary,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,"[[-57, 'Withdrawal', 3008.56]]",no,no,married,retired,Yes,Yes
16729,58,Male,4268,5185,590,Postgrad,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-27, 'Withdrawal', 954.31], [-26, 'Deposit', 6220.78], [-16, 'Withdrawal', 1790.21], [-10, 'Withdrawal', 1949.31]]",yes,no,divorced,admin.,No,No
16730,51,Female,5321,9982,484,Primary,"['Instagram', 'Email']",Yes,"[[-41, 'Withdrawal', 1631.26], [-29, 'Withdrawal', 220.27], [-23, 'Withdrawal', 1585.68], [-4, 'Withdrawal', 3515.76]]",yes,no,divorced,management,No,No
16731,67,Male,5715,655,480,Secondary,"['Instagram', 'Email']",No,"[[-52, 'Deposit', 584.37], [-45, 'Withdrawal', 4491.53], [-39, 'Deposit', 307.76], [-29, 'Withdrawal', 1493.09], [-7, 'Withdrawal', 2512.26], [-2, 'Withdrawal', 4056.86]]",no,yes,married,services,No,Yes
16732,29,Female,8830,2127,346,Secondary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-57, 'Deposit', 6721.45], [-48, 'Deposit', 1813.31], [-39, 'Withdrawal', 75.12], [-16, 'Deposit', 6738.52], [-7, 'Withdrawal', 4459.97], [-5, 'Deposit', 2499.08]]",yes,no,married,retired,No,Yes
16733,38,Female,10497,9501,308,Tertiary,['Twitter'],No,"[[-57, 'Withdrawal', 663.15], [-55, 'Withdrawal', 4946.83], [-51, 'Deposit', 7734.42], [-42, 'Deposit', 5822.49], [-39, 'Withdrawal', 48.92], [-33, 'Deposit', 1581.61]]",yes,no,married,services,Yes,Yes
16734,68,Female,3067,7197,229,Primary,"['Facebook', 'Email']",Yes,"[[-47, 'Withdrawal', 2079.59], [-46, 'Withdrawal', 4872.93], [-21, 'Deposit', 6673.42], [-20, 'Withdrawal', 4215.95], [-3, 'Deposit', 2574.24]]",no,no,single,technician,Yes,Yes
16735,52,Male,13760,8361,385,Secondary,"['Twitter', 'Facebook', 'Instagram', 'Email']",No,"[[-25, 'Deposit', 7208.07], [-11, 'Deposit', 2811.01], [-10, 'Deposit', 4296.16], [-7, 'Deposit', 1579.3]]",yes,no,divorced,management,No,Yes
16736,61,Female,5124,1941,439,Secondary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-59, 'Withdrawal', 3990.01], [-47, 'Deposit', 9566.62], [-14, 'Deposit', 211.83]]",no,no,single,management,Yes,Yes
16737,23,Male,10319,5234,86,Primary,"['Twitter', 'Instagram']",No,"[[-57, 'Deposit', 7722.89], [-28, 'Deposit', 3513.37], [-23, 'Deposit', 8124.92], [-22, 'Deposit', 8158.87]]",no,yes,married,services,Yes,No
16738,23,Male,5400,1193,320,Tertiary,"['Twitter', 'Instagram', 'Email']",No,"[[-44, 'Withdrawal', 3511.09], [-12, 'Deposit', 4976.13]]",yes,yes,married,admin.,No,No
