customer_id,age,gender,annual_income,education_level,bank_signup_date,loyalty_program,loyalty_points,loyalty_last_active,bank_last_active,acquisition_channel,customer_acquisition_cost,yearly_average_customer_revenue,customer_tenure_days
CUST003772,67,Female,42886,Bachelor,2020-09-18,1,171,2025-03-14,2025-03-18,Online,239.6,3147.45,1655
CUST003773,71,Female,37200,Associate,2021-07-19,1,155,2025-03-23,2025-03-23,Referral,149.24,2762.99,1351
CUST003774,49,Male,37617,High School,2025-01-13,1,12,2024-03-30,2025-03-26,Online,110.64,131.66,77
CUST003775,53,Male,22687,Associate,2018-10-01,0,0,,2025-03-26,Online,142.05,4611.44,2373
CUST003776,68,Male,69623,High School,2019-10-10,0,0,,2025-03-27,Online,344.76,5556.79,1999
CUST003777,61,Female,22015,Bachelor,2019-09-28,0,0,,2025-03-12,Online,278.91,2351.17,2011
CUST003778,55,Female,29758,Bachelor,2015-07-19,1,165,2024-11-12,2025-03-01,Online,249.87,6676.42,3543
CUST003779,75,Male,19482,High School,2021-04-23,1,97,2025-01-15,2025-03-16,Referral,111.51,1664.46,1438
CUST003780,35,Female,52683,High School,2023-01-22,0,0,,2025-03-21,Online,235.21,1894.28,799
CUST003781,35,Female,51017,High School,2018-02-11,0,0,,2025-03-15,Direct Mail,503.01,3801.78,2605
CUST003782,70,Female,46711,Bachelor,2015-06-01,0,0,,2025-03-13,Online,273.19,6841.19,3591
CUST003783,83,Male,32656,High School,2016-01-02,1,613,2025-03-31,2025-03-29,Online,321.43,4753.39,3376
CUST003784,56,Female,30606,Bachelor,2018-09-10,1,175,2025-03-18,2025-03-17,Online,170.54,1945.25,2394
CUST003785,58,Female,69374,High School,2020-08-13,1,436,2024-04-30,2025-03-30,Direct Mail,327.83,3950.78,1691
CUST003786,45,Female,41764,High School,2020-02-05,1,474,2024-12-09,2025-03-06,Branch,227.56,2912.6,1881
CUST003787,43,Male,64425,Master,2022-10-04,1,253,2025-01-30,2025-03-09,Referral,118.07,1706.98,909
CUST003788,44,Male,35329,Bachelor,2020-01-31,0,0,,2024-08-17,Direct Mail,568.66,2372.05,1886
CUST003789,55,Male,60211,High School,2018-03-14,1,584,2025-02-13,2025-03-08,Direct Mail,533.76,4687.1,2574
CUST003790,62,Male,105527,Master,2022-03-21,1,488,2023-02-09,2025-03-08,Branch,313.57,4763.38,1106
CUST003791,34,Male,73730,Bachelor,2019-01-17,0,0,,2025-03-20,Online,124.06,3806.41,2265
CUST003792,40,Male,44751,Master,2020-03-26,1,262,2025-01-21,2025-03-23,Branch,361.13,3713.97,1831
CUST003793,82,Female,62547,Bachelor,2023-11-05,0,0,,2025-03-02,Online,238.39,924.66,512
CUST003794,59,Male,48764,Bachelor,2016-10-23,1,759,2023-12-12,2025-02-20,Branch,368.26,7297.72,3081
CUST003795,32,Male,55217,PhD,2022-01-12,1,207,2025-02-26,2025-02-22,Direct Mail,370.02,1722.38,1174
CUST003796,63,Male,46736,High School,2017-10-25,0,0,,2025-03-05,Direct Mail,530.12,6278.0,2714
CUST003797,79,Female,50661,Bachelor,2016-07-19,0,0,,2025-03-14,Online,160.24,6721.63,3177
CUST003798,71,Female,61153,Bachelor,2019-05-25,1,195,2024-10-10,2025-03-20,Direct Mail,480.35,5462.35,2137
CUST003799,54,Male,33470,High School,2021-05-20,0,0,,2025-03-10,Referral,61.14,1842.35,1411
CUST003800,72,Female,33095,High School,2021-05-20,1,149,2024-08-26,2025-03-22,Referral,115.62,2656.09,1411
CUST003801,19,Female,27469,High School,2023-01-28,1,56,2025-03-21,2025-03-20,Online,108.09,1111.78,793
CUST003802,84,Female,24709,Bachelor,2022-04-21,1,88,2023-04-23,2025-03-16,Branch,498.26,1182.49,1075
CUST003803,31,Female,29924,Bachelor,2021-05-05,1,143,2025-03-10,2025-03-05,Online,299.68,1520.49,1426
CUST003804,21,Female,59564,Bachelor,2016-02-12,0,0,,2025-03-05,Online,268.06,5794.47,3335
CUST003805,66,Male,35196,High School,2015-05-22,0,0,,2024-12-07,Referral,65.89,3747.42,3601
CUST003806,36,Female,71103,Bachelor,2019-09-13,0,0,,2025-03-21,Branch,205.43,3952.98,2026
CUST003807,24,Male,55962,Master,2016-07-04,0,0,,2025-02-01,Direct Mail,329.06,5305.83,3192
CUST003808,25,Male,20554,Associate,2019-01-04,1,231,2024-09-27,2025-03-07,Branch,471.5,3116.34,2278
CUST003809,43,Male,76311,Bachelor,2020-01-18,0,0,,2025-03-15,Online,269.53,3476.14,1899
CUST003810,52,Male,82494,Bachelor,2017-09-23,0,0,,2025-03-27,Affiliate,269.01,4391.61,2746
CUST003811,38,Female,33461,Bachelor,2024-01-31,0,0,,2025-03-31,Branch,485.59,629.35,425
CUST003812,54,Male,67858,Bachelor,2017-09-03,0,0,,2025-03-04,Direct Mail,377.18,5631.85,2766
CUST003813,50,Female,35840,Master,2015-07-25,0,0,,2025-03-13,Branch,283.55,5297.99,3537
CUST003814,36,Male,57752,Associate,2021-04-29,1,363,2022-08-26,2025-03-27,Affiliate,270.06,3180.99,1432
CUST003815,25,Female,29226,Master,2016-08-09,0,0,,2025-03-27,Direct Mail,494.38,2655.36,3156
CUST003816,55,Male,22438,High School,2019-05-06,0,0,,2025-03-04,Online,297.49,1814.73,2156
CUST003817,44,Female,45418,Associate,2022-03-21,0,0,,2025-01-04,Online,315.89,1382.02,1106
CUST003818,22,Male,51700,High School,2024-06-16,1,58,2025-01-01,2025-03-20,Branch,403.67,696.7,288
CUST003819,63,Male,45082,Bachelor,2016-05-25,1,529,2025-03-18,2025-03-16,Online,269.73,7853.77,3232
CUST003820,75,Male,30426,Bachelor,2021-01-25,0,0,,2025-01-06,Branch,241.28,2228.28,1526
CUST003821,31,Male,45032,High School,2020-05-19,1,198,2025-01-10,2025-03-31,Online,260.14,3198.78,1777
CUST003822,46,Male,62927,High School,2017-12-18,0,0,,2025-03-09,Online,149.17,4285.42,2660
CUST003823,67,Male,53779,Master,2024-11-17,1,9,2024-12-22,2025-03-13,Online,210.95,229.87,134
CUST003824,48,Male,60254,Master,2019-01-27,1,510,2024-05-04,2025-03-31,Direct Mail,272.23,3276.61,2255
CUST003825,83,Female,39341,Bachelor,2023-10-01,1,96,2025-03-04,2025-01-13,Branch,317.12,673.15,547
CUST003826,54,Male,98809,Bachelor,2024-02-08,1,144,2024-10-27,2025-03-30,Referral,57.34,1546.15,417
CUST003827,24,Female,30546,Bachelor,2022-08-14,1,89,2025-03-10,2025-03-29,Online,254.4,1117.92,960
CUST003828,66,Male,70183,Associate,2020-01-14,1,553,2025-01-03,2025-01-19,Referral,83.9,3341.63,1903
CUST003829,67,Male,99313,Master,2015-11-10,1,1207,2025-01-25,2025-03-19,Referral,74.39,14352.59,3429
CUST003830,71,Female,69950,High School,2023-12-02,1,185,2025-03-01,2025-02-14,Online,168.07,1360.44,485
CUST003831,58,Male,49703,Bachelor,2023-10-26,1,129,2025-02-07,2025-03-02,Branch,462.92,565.64,522
CUST003832,24,Male,42232,Associate,2018-12-29,1,451,2025-03-31,2025-03-09,Direct Mail,420.07,5269.97,2284
CUST003833,19,Male,92330,Bachelor,2017-03-04,1,1215,2025-01-03,2025-03-03,Online,196.87,10343.86,2949
CUST003834,50,Male,27000,Bachelor,2021-11-06,0,0,,2025-02-07,Online,202.04,2011.75,1241
CUST003835,43,Female,33861,Bachelor,2023-10-01,1,41,2024-04-07,2025-03-18,Branch,461.83,1083.63,547
CUST003836,74,Female,45085,High School,2015-05-16,1,708,2025-02-25,2025-02-11,Affiliate,194.95,5188.74,3607
CUST003837,46,Female,102121,Bachelor,2021-04-08,0,0,,2025-03-01,Direct Mail,364.35,3965.84,1453
CUST003838,65,Male,66501,High School,2021-09-21,1,346,2025-01-17,2025-03-30,Referral,125.89,4439.71,1287
CUST003839,43,Male,33896,High School,2020-02-03,0,0,,2025-03-17,Online,193.98,1603.45,1883
CUST003840,42,Female,47095,High School,2020-04-10,0,0,,2025-03-26,Referral,50.28,4838.67,1816
CUST003841,55,Female,40454,Bachelor,2018-12-17,1,399,2025-03-07,2025-03-25,Branch,269.63,5396.34,2296
CUST003842,75,Female,38568,Bachelor,2024-03-27,1,59,2024-03-29,2025-01-07,Branch,204.08,685.61,369
CUST003843,40,Male,89727,Bachelor,2015-06-11,1,1327,2024-08-31,2025-03-27,Online,287.26,6436.04,3581
CUST003844,27,Female,27700,Bachelor,2019-07-04,1,382,2024-11-30,2025-03-23,Direct Mail,275.79,2973.56,2097
CUST003845,41,Male,122943,Bachelor,2023-02-13,1,339,2023-08-23,2024-05-04,Online,233.66,1308.97,777
CUST003846,40,Female,83216,Bachelor,2020-09-15,1,642,2025-03-04,2025-03-26,Affiliate,154.11,4731.29,1658
CUST003847,83,Male,94894,Associate,2015-12-21,0,0,,2025-01-27,Referral,87.4,12049.82,3388
CUST003848,33,Female,43635,Associate,2019-06-09,1,289,2025-01-12,2025-03-26,Referral,131.3,3201.48,2122
CUST003849,66,Female,51027,Bachelor,2022-12-24,1,190,2024-06-15,2025-03-02,Online,326.8,1857.75,828
CUST003850,23,Female,26863,Bachelor,2023-07-30,0,0,,2025-03-14,Referral,50.59,1019.71,610
CUST003851,72,Female,42309,Master,2015-09-30,1,684,2024-09-23,2025-03-12,Branch,472.05,4156.31,3470
CUST003852,53,Female,70397,Master,2017-07-14,1,799,2025-01-23,2025-03-21,Referral,101.69,8262.76,2817
CUST003853,51,Male,105147,High School,2022-09-05,1,538,2024-08-03,2023-12-27,Branch,214.53,4643.44,938
CUST003854,34,Female,31618,High School,2016-06-18,1,270,2024-07-07,2025-03-03,Referral,142.81,3596.65,3208
CUST003855,38,Male,45813,Bachelor,2024-12-23,0,0,,2025-03-06,Online,112.96,177.11,98
CUST003856,50,Male,50992,Associate,2022-12-09,1,133,2024-01-21,2024-08-09,Direct Mail,332.78,2176.33,843
CUST003857,18,Male,27369,High School,2016-12-09,1,321,2023-02-10,2025-03-31,Affiliate,249.06,4748.06,3034
CUST003858,60,Male,73921,Master,2016-10-25,1,1046,2025-01-15,2025-02-25,Online,159.68,8480.22,3079
CUST003859,77,Male,38295,High School,2021-03-13,1,217,2025-02-07,2025-03-29,Affiliate,357.31,2570.16,1479
CUST003860,37,Female,49880,Master,2019-04-10,1,548,2025-01-16,2025-03-16,Branch,311.29,4133.96,2182
CUST003861,23,Male,43875,Bachelor,2018-06-05,0,0,,2025-03-15,Online,132.32,4568.49,2491
CUST003862,37,Female,37064,Bachelor,2016-06-02,0,0,,2025-03-11,Direct Mail,435.82,6272.06,3224
CUST003863,59,Female,54806,High School,2023-06-19,1,103,2025-02-23,2025-03-01,Online,260.27,1170.51,651
CUST003864,24,Female,49379,High School,2018-11-08,1,275,2024-08-15,2025-03-02,Online,261.74,4972.19,2335
CUST003865,56,Male,45668,Bachelor,2015-07-10,0,0,,2025-03-05,Branch,328.68,6853.36,3552
CUST003866,80,Female,38210,High School,2019-03-20,1,334,2025-02-28,2025-03-15,Online,309.35,3705.24,2203
CUST003867,63,Male,64527,Associate,2019-04-12,1,499,2025-01-12,2024-09-28,Referral,112.38,5664.23,2180
CUST003868,27,Female,125730,Associate,2024-08-21,1,118,2025-03-16,2025-03-26,Referral,108.78,731.26,222
CUST003869,58,Female,58984,High School,2016-03-11,1,703,2024-05-29,2025-03-09,Branch,203.28,7435.03,3307
CUST003870,85,Female,90503,High School,2019-03-10,1,654,2025-02-27,2025-03-23,Branch,264.91,10106.81,2213
CUST003871,46,Female,27446,Bachelor,2021-02-05,0,0,,2025-03-09,Online,110.95,2436.62,1515
CUST003872,41,Female,59514,High School,2019-02-12,0,0,,2025-03-17,Direct Mail,291.39,3054.23,2239
CUST003873,84,Male,31774,High School,2022-08-01,1,109,2025-01-08,2025-03-24,Online,141.23,1632.24,973
CUST003874,26,Male,26281,Bachelor,2017-05-21,1,276,2025-01-13,2025-03-29,Branch,441.65,3147.74,2871
CUST003875,82,Male,38002,PhD,2019-03-19,0,0,,2025-03-27,Direct Mail,333.04,3175.9,2204
CUST003876,38,Male,99811,Associate,2023-04-18,1,235,2025-01-27,2025-03-18,Direct Mail,260.08,3174.48,713
CUST003877,71,Female,88441,High School,2020-12-19,0,0,,2025-02-24,Online,191.21,5720.11,1563
CUST003878,69,Female,62105,Bachelor,2023-05-21,1,144,2024-03-30,2025-03-19,Branch,206.99,1906.02,680
CUST003879,29,Female,25558,Master,2024-01-16,1,35,2024-11-02,2025-03-01,Online,165.57,456.83,440
CUST003880,62,Female,49858,Bachelor,2017-07-15,1,641,2025-02-08,2025-03-02,Branch,247.42,7649.78,2816
CUST003881,46,Male,63955,Bachelor,2023-04-23,0,0,,2025-03-14,Online,150.01,2374.3,708
CUST003882,45,Female,60045,Associate,2018-01-17,1,607,2024-09-24,2025-03-02,Online,335.69,6459.97,2630
CUST003883,60,Male,21877,Bachelor,2018-01-19,1,350,2025-02-27,2025-03-02,Online,289.24,3402.84,2628
CUST003884,60,Female,35239,High School,2015-07-14,1,476,2024-10-26,2025-03-06,Referral,106.84,7557.82,3548
CUST003885,64,Male,53265,Bachelor,2018-03-26,0,0,,2025-03-07,Online,274.03,4546.89,2562
CUST003886,55,Male,71914,Bachelor,2022-08-18,0,0,,2025-03-20,Direct Mail,378.33,2633.33,956
CUST003887,45,Male,18343,PhD,2015-09-17,0,0,,2025-03-31,Referral,135.75,4455.79,3483
CUST003888,85,Male,50717,Associate,2016-09-28,0,0,,2025-03-16,Online,243.62,7651.19,3106
CUST003889,78,Male,59077,High School,2017-02-18,1,531,2025-01-17,2025-03-29,Online,306.09,4887.73,2963
CUST003890,19,Male,84111,Bachelor,2023-06-18,1,359,2024-09-27,2025-03-30,Branch,490.75,2099.03,652
CUST003891,32,Male,77770,Bachelor,2019-02-06,1,713,2025-01-08,2025-03-06,Online,110.42,6758.16,2245
CUST003892,62,Female,73598,Bachelor,2018-04-30,1,877,2025-01-16,2025-03-20,Referral,112.33,8375.2,2527
CUST003893,75,Male,36868,High School,2020-05-30,0,0,,2025-03-01,Online,233.36,2310.4,1766
CUST003894,48,Male,21185,Associate,2015-07-17,0,0,,2025-03-14,Direct Mail,265.05,6283.43,3545
CUST003895,49,Female,45186,Bachelor,2022-11-24,1,166,2025-03-16,2025-03-11,Referral,136.3,1665.88,858
CUST003896,23,Female,90753,Associate,2022-01-16,0,0,,2025-03-09,Online,215.87,2859.65,1170
CUST003897,59,Female,110394,Master,2024-08-13,0,0,,2025-03-07,Branch,475.17,590.73,230
CUST003898,66,Male,78461,Bachelor,2020-09-02,1,565,2025-01-05,2025-03-01,Referral,144.75,5902.97,1671
CUST003899,32,Male,68169,Bachelor,2021-11-03,1,357,2024-08-25,2025-03-30,Online,333.61,4003.71,1244
CUST003900,67,Male,66496,Bachelor,2020-10-17,1,263,2025-03-15,2025-03-29,Online,265.4,4840.92,1626
CUST003901,50,Male,41648,Bachelor,2019-04-25,1,364,2025-03-26,2025-03-28,Affiliate,214.45,5551.73,2167
CUST003902,54,Male,51537,Associate,2020-06-10,1,198,2024-09-03,2025-03-13,Online,168.34,3601.09,1755
CUST003903,21,Female,126705,Master,2019-10-28,1,864,2025-02-28,2025-03-20,Online,257.54,3713.23,1981
CUST003904,84,Female,34331,Associate,2019-12-02,1,190,2024-12-07,2025-03-31,Online,337.95,3063.9,1946
CUST003905,65,Female,123312,Bachelor,2021-07-22,0,0,,2025-03-12,Direct Mail,265.35,6714.34,1348
CUST003906,83,Female,46820,High School,2023-08-22,1,110,2025-03-22,2025-03-26,Referral,78.58,1558.26,587
CUST003907,83,Female,106702,Bachelor,2017-01-27,1,1274,2025-01-03,2025-03-04,Online,239.21,13809.09,2985
CUST003908,75,Male,27219,Associate,2021-10-20,0,0,,2024-05-07,Direct Mail,461.74,1968.5,1258
CUST003909,80,Female,73720,Associate,2025-02-28,1,9,2024-03-30,2025-01-03,Affiliate,323.37,75.96,31
CUST003910,23,Male,38051,PhD,2024-04-29,1,50,2025-02-09,2025-03-06,Branch,477.72,699.61,336
CUST003911,55,Female,27104,High School,2022-05-07,0,0,,2025-03-28,Online,156.28,1433.75,1059
CUST003912,42,Female,61350,Bachelor,2017-03-22,1,534,2025-03-14,2025-03-05,Online,122.64,5451.15,2931
CUST003913,59,Male,91110,PhD,2018-12-07,0,0,,2025-03-10,Online,239.36,9241.9,2306
CUST003914,83,Male,36048,High School,2017-09-03,1,334,2024-09-10,2025-03-29,Branch,389.19,5394.39,2766
CUST003915,28,Female,25992,Bachelor,2021-09-02,1,157,2025-02-24,2025-03-21,Branch,236.23,1173.87,1306
CUST003916,30,Male,52531,Associate,2022-10-28,1,223,2024-11-03,2025-03-26,Direct Mail,441.81,2064.1,885
CUST003917,39,Female,52647,High School,2016-12-09,1,381,2022-08-20,2025-02-01,Online,197.32,2901.52,3034
CUST003918,18,Male,72348,Bachelor,2018-04-16,0,0,,2025-03-29,Branch,388.78,3665.17,2541
CUST003919,26,Male,88422,Master,2018-07-04,0,0,,2025-03-08,Direct Mail,435.29,5576.25,2462
CUST003920,44,Male,53390,High School,2024-06-01,0,0,,2025-01-03,Affiliate,220.85,476.13,303
CUST003921,45,Female,139084,Bachelor,2024-07-02,0,0,,2025-03-30,Branch,451.69,1270.83,272
CUST003922,72,Female,61525,Bachelor,2016-09-11,1,377,2025-03-31,2025-03-08,Branch,284.9,9580.36,3123
CUST003923,31,Male,46252,Master,2020-07-25,0,0,,2025-03-20,Online,182.54,2532.53,1710
CUST003924,44,Male,24570,High School,2023-08-05,0,0,,2025-03-24,Online,345.09,511.5,604
CUST003925,73,Female,48231,Bachelor,2023-07-22,0,0,,2025-03-01,Referral,65.69,1370.09,618
CUST003926,27,Female,46485,Bachelor,2019-10-10,0,0,,2025-03-05,Online,141.97,3957.12,1999
CUST003927,37,Female,88897,Bachelor,2015-12-11,1,858,2024-09-14,2025-03-04,Online,298.55,13821.15,3398
CUST003928,21,Female,69309,Master,2023-05-15,1,227,2025-03-17,2025-03-06,Online,192.75,2261.34,686
CUST003929,76,Female,30497,Master,2016-08-04,0,0,,2025-03-17,Branch,237.0,4717.97,3161
CUST003930,60,Male,59946,High School,2016-02-12,1,991,2025-01-01,2025-03-30,Online,254.13,5363.81,3335
CUST003931,22,Male,76945,Bachelor,2022-06-12,1,206,2024-12-23,2025-01-07,Referral,55.23,1860.3,1023
CUST003932,29,Male,118078,Associate,2020-10-11,0,0,,2025-03-13,Referral,119.94,8155.91,1632
CUST003933,27,Male,85719,Associate,2016-05-07,1,1106,2024-06-02,2025-03-27,Referral,87.99,10104.14,3250
CUST003934,24,Male,80459,Bachelor,2023-05-18,1,309,2024-11-06,2025-03-25,Online,158.68,1593.71,683
CUST003935,40,Male,56677,Associate,2017-12-02,1,620,2023-04-16,2025-03-30,Affiliate,352.9,7650.55,2676
CUST003936,50,Female,66785,Bachelor,2020-06-19,0,0,,2025-03-30,Online,125.64,6008.22,1746
CUST003937,27,Female,102728,PhD,2020-10-12,1,869,2025-03-05,2025-03-17,Online,205.0,5809.24,1631
CUST003938,47,Female,28245,High School,2018-07-14,0,0,,2025-02-24,Referral,63.95,4371.62,2452
CUST003939,51,Male,46183,Master,2022-12-30,1,179,2025-02-02,2024-05-24,Branch,362.53,1373.64,822
CUST003940,70,Female,37376,Bachelor,2022-05-18,1,103,2025-03-13,2024-03-02,Branch,209.15,1506.78,1048
CUST003941,67,Female,66480,Bachelor,2015-10-23,1,785,2025-03-13,2025-03-21,Online,102.62,11842.68,3447
CUST003942,75,Male,101742,Master,2021-03-27,0,0,,2025-01-16,Direct Mail,407.12,2952.61,1465
CUST003943,69,Male,40806,Associate,2024-05-17,1,47,2025-01-08,2025-03-31,Direct Mail,474.12,437.42,318
CUST003944,73,Male,16646,Bachelor,2022-08-18,0,0,,2025-02-28,Online,289.44,1282.57,956
CUST003945,58,Male,44755,Bachelor,2022-01-25,0,0,,2025-01-29,Online,325.45,2261.91,1161
CUST003946,20,Male,86840,Associate,2023-08-04,0,0,,2025-02-12,Online,201.53,1876.23,605
CUST003947,67,Female,71962,Master,2020-08-30,0,0,,2025-03-03,Online,132.77,3649.35,1674
CUST003948,33,Male,68130,Master,2023-10-13,1,136,2024-10-28,2025-03-09,Direct Mail,373.66,649.67,535
CUST003949,18,Male,47814,High School,2017-01-09,1,665,2025-02-12,2025-03-05,Referral,149.43,6104.15,3003
CUST003950,26,Female,29015,High School,2016-11-14,0,0,,2025-03-11,Online,191.49,5007.98,3059
CUST003951,23,Male,71163,Bachelor,2018-08-06,0,0,,2025-03-29,Online,191.29,5785.22,2429
CUST003952,27,Female,36241,High School,2017-08-17,0,0,,2025-03-03,Online,117.75,6322.3,2783
CUST003953,63,Male,163920,Bachelor,2023-06-19,0,0,,2025-03-15,Direct Mail,584.21,2197.11,651
CUST003954,82,Male,73155,High School,2022-11-09,0,0,,2025-03-13,Online,270.22,1236.33,873
CUST003955,31,Male,41141,Bachelor,2020-03-11,1,310,2024-07-17,2025-03-06,Referral,56.79,2008.85,1846
CUST003956,55,Male,40513,High School,2023-07-27,0,0,,2025-02-09,Branch,269.12,1337.2,613
CUST003957,56,Male,52502,Associate,2017-08-17,0,0,,2025-03-14,Online,281.46,6325.95,2783
CUST003958,29,Female,48792,Bachelor,2022-01-28,0,0,,2025-03-09,Referral,145.11,2028.21,1158
CUST003959,54,Female,96134,Bachelor,2016-08-20,1,130,2024-06-03,2025-03-21,Online,205.79,11994.26,3145
CUST003960,74,Female,60372,PhD,2021-06-29,0,0,,2025-03-09,Online,302.24,2878.28,1371
CUST003961,66,Male,38149,Master,2025-01-16,0,0,,2025-03-22,Online,179.01,133.84,74
CUST003962,68,Female,141535,Associate,2018-01-09,1,822,2025-02-11,2025-03-24,Online,113.49,12014.52,2638
CUST003963,21,Male,56372,High School,2023-11-07,0,0,,2025-01-08,Referral,102.66,1304.59,510
CUST003964,78,Female,80781,Master,2019-04-30,1,218,2025-01-06,2025-03-11,Online,243.02,8047.61,2162
CUST003965,38,Female,40577,Master,2021-09-04,0,0,,2025-03-27,Referral,87.34,3211.5,1304
CUST003966,46,Female,65949,Master,2019-04-15,1,549,2025-01-24,2025-03-06,Affiliate,194.81,6132.46,2177
CUST003967,35,Male,64256,High School,2024-01-06,1,112,2025-01-03,2025-03-13,Online,175.56,1244.45,450
CUST003968,68,Male,21381,PhD,2016-07-06,1,269,2024-08-12,2025-03-15,Branch,262.76,4708.42,3190
CUST003969,55,Female,150651,Associate,2018-02-12,0,0,,2025-03-17,Direct Mail,456.76,14669.53,2604
CUST003970,36,Male,104863,Bachelor,2018-06-15,1,673,2025-02-03,2025-03-18,Online,176.9,9575.12,2481
CUST003971,56,Female,45093,Master,2019-11-19,0,0,,2025-03-13,Branch,370.15,4758.8,1959
CUST003972,65,Male,31696,High School,2022-07-24,0,0,,2025-03-14,Direct Mail,269.82,2070.33,981
CUST003973,19,Female,65438,Master,2017-10-04,0,0,,2025-03-13,Online,193.84,6257.91,2735
CUST003974,36,Male,57436,Associate,2020-04-01,1,458,2024-09-18,2024-09-12,Affiliate,216.05,4784.39,1825
CUST003975,33,Male,65704,PhD,2021-10-25,0,0,,2025-03-04,Referral,124.53,3844.2,1253
CUST003976,23,Female,60528,Associate,2015-12-12,0,0,,2025-01-05,Online,153.45,8146.18,3397
CUST003977,18,Female,70842,PhD,2023-10-07,1,169,2024-10-17,2025-03-18,Branch,404.0,1685.56,541
CUST003978,68,Male,113407,High School,2019-02-05,1,577,2025-03-05,2025-03-20,Online,179.97,10131.05,2246
CUST003979,28,Female,73067,Bachelor,2016-11-01,1,457,2024-06-14,2025-03-27,Branch,481.69,3994.77,3072
CUST003980,57,Male,32541,Bachelor,2018-04-29,0,0,,2025-03-12,Direct Mail,571.27,4618.26,2528
CUST003981,44,Female,108702,Bachelor,2020-01-26,1,747,2025-02-14,2025-03-23,Affiliate,295.88,8774.95,1891
CUST003982,62,Female,124915,High School,2023-06-11,1,460,2025-03-07,2025-03-23,Online,179.83,2948.68,659
CUST003983,45,Male,265964,Bachelor,2024-05-17,0,0,,2025-03-01,Affiliate,265.06,2787.79,318
CUST003984,70,Female,31361,High School,2015-04-18,1,625,2025-01-05,2025-03-16,Online,243.17,7804.06,3635
CUST003985,83,Male,62101,Bachelor,2016-09-15,0,0,,2025-01-10,Online,283.83,7010.65,3119
CUST003986,36,Female,19419,Associate,2017-02-02,0,0,,2024-11-01,Online,289.62,3499.43,2979
CUST003987,38,Male,72523,PhD,2021-05-03,1,440,2025-01-06,2025-03-18,Branch,479.72,3871.47,1428
CUST003988,41,Female,41814,High School,2015-05-09,0,0,,2025-03-05,Online,259.31,3563.17,3614
CUST003989,46,Female,143891,High School,2022-02-11,1,467,2025-02-28,2025-03-08,Online,232.88,6905.94,1144
CUST003990,50,Male,37338,High School,2024-09-15,1,33,2024-03-30,2025-03-29,Online,208.68,238.57,197
CUST003991,42,Female,23635,Bachelor,2020-11-20,0,0,,2025-03-01,Online,285.9,2078.88,1592
CUST003992,32,Male,43453,High School,2015-10-08,1,472,2025-01-28,2025-03-12,Affiliate,225.09,8902.07,3462
CUST003993,41,Female,20482,Bachelor,2022-04-20,0,0,,2023-11-20,Online,279.63,1300.25,1076
CUST003994,24,Male,80068,Master,2023-11-25,1,110,2025-01-28,2025-03-08,Online,245.18,1379.0,492
CUST003995,77,Female,19585,Bachelor,2018-02-19,1,65,2025-02-24,2025-03-15,Branch,328.91,3636.89,2597
CUST003996,27,Male,55788,Bachelor,2019-12-08,0,0,,2025-03-02,Online,197.09,4283.82,1940
CUST003997,55,Male,19461,High School,2020-05-22,1,129,2025-02-04,2025-03-27,Direct Mail,293.07,3058.9,1774
CUST003998,26,Male,46860,Bachelor,2018-08-09,0,0,,2025-03-16,Referral,73.51,3332.04,2426
CUST003999,50,Female,125088,High School,2023-04-12,1,265,2025-03-25,2025-03-25,Online,320.28,1591.31,719
CUST004000,30,Male,65868,Bachelor,2015-05-04,0,0,,2025-03-06,Referral,121.35,9031.62,3619
CUST004001,43,Female,35715,Associate,2017-03-16,1,392,2025-02-27,2025-02-09,Referral,99.49,3099.71,2937
CUST004002,80,Male,54148,Bachelor,2017-05-30,1,174,2025-03-31,2025-03-06,Branch,388.16,4659.61,2862
CUST004003,60,Female,55497,Associate,2015-06-17,1,758,2025-02-04,2025-03-14,Online,239.89,8735.07,3575
CUST004004,63,Male,69661,Master,2016-04-03,1,225,2025-01-31,2025-02-23,Direct Mail,388.6,5994.45,3284
CUST004005,34,Male,27768,High School,2019-09-14,0,0,,2025-03-25,Online,338.71,3843.57,2025
CUST004006,48,Female,73966,Bachelor,2016-08-29,1,1118,2024-10-10,2025-03-03,Online,193.56,7928.02,3136
CUST004007,30,Male,14226,High School,2021-11-25,1,73,2025-03-24,2025-03-07,Branch,340.61,1236.87,1222
CUST004008,54,Male,40140,Bachelor,2022-08-24,1,127,2024-11-30,2023-12-25,Branch,431.6,1435.89,950
CUST004009,26,Male,43085,Master,2019-04-21,0,0,,2025-03-07,Branch,491.17,3577.94,2171
CUST004010,42,Male,75489,Bachelor,2024-01-04,0,0,,2025-03-29,Branch,498.15,1646.85,452
CUST004011,58,Female,55625,Bachelor,2024-03-04,1,92,2025-02-01,2025-03-30,Online,273.52,978.45,392
CUST004012,80,Male,27236,Master,2016-12-16,1,211,2025-01-23,2025-03-23,Branch,454.27,4702.69,3027
CUST004013,75,Female,33610,Bachelor,2018-05-26,1,312,2025-02-22,2025-03-21,Online,300.32,2417.19,2501
CUST004014,60,Female,60744,Bachelor,2018-06-13,0,0,,2025-03-30,Online,122.18,4781.05,2483
CUST004015,57,Male,52868,Bachelor,2015-06-19,1,850,2025-03-05,2025-02-19,Affiliate,216.34,7135.51,3573
CUST004016,37,Male,41172,Bachelor,2021-02-05,1,16,2025-02-07,2025-03-20,Online,313.88,3143.16,1515
